还珠格格真的厉害
第一
真好看
海陆，加油
兰州人民发来贺电！
8888888888888
开发没见你                   cvknxklzlzlzlzlzlzlzc
紫薇都帮皇后求这么多情了，还要害她们，真坏真坏
皇后坏死了
还珠格格真的厉害
第一
真好看
海陆，加油
兰州人民发来贺电！
8888888888888
开发没见你                   cvknxklzlzlzlzlzlzlzc
紫薇都帮皇后求这么多情了，还要害她们，真坏真坏
皇后坏死了
爱死他z
hao好看
我居然可以写字哈哈哈
99999
有情人终成眷属9999
,,,,
有
祝她们九九有情人终成眷属。
fhchcv hfghdydgffkdfmk,,,,x,kdxkdlmfmxgfhx
新版的和老版的剧情不太一样啊
傻皇后
1，5倍听歌好搞笑
活泼的小燕子
喜欢小燕子
有人吗
老版塞牙跟谁在一起了？
有人吗
有
有哦
又开始调查了
弹幕！！
哦哦LOLX5
有人吗
有
皇帝，好近女色
张睿最帅
没有
有
有有有
還沒睡？
有人吗
有有有一直在
哈哈哈哈哈哈哈哈哈哈哈哈哈哈。
前方高能   哈哈哈哈哈哈哈
老版赛亚跟谁在一起了？
尔泰
火箭黄蜂哈哈哈哈哈嘎嘎嘎 的首发申购的防火规范的d
有人吗
跟老版尔泰在一起了
2018.2.14
尔泰要走了
尓傣要结婚了
啊啊啊这些人真有爱啊 终于都熬到头了 皇帝真的很爱...
尔泰
皇后打入冷宫
咋这么糊啊
笑死
嗯嗯
有
有
哈哈
。。。。。。
有哦
haha
哈哈哈哈哈哈
斑鸠好搞笑
哈哈哈哈哈哈哈     班鸠笑死我了
哈哈
哈！
班老外
红红火火恍恍惚惚
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
一言不合就弹幕
有人打1
搞笑
古代也有眼镜吗？
皇后好坏
坏话都然有人啦
哈哈哈哈哈哈
班老外好搞笑
的
厉害厉害了
…
儿泰真名叫什么
厉害了
vip啊
路宏
那个时候就有眼镜？
emmm
----
皇后真坏。
有人扣1
emmmm
喜欢尔泰
尔泰帅
哈哈哈 好可爱
hhhhh
为丽颖而来，如颖随形。
戴眼镜很好看啊
来了吧
尔泰要杀青了
路宏
班杰明好逗啊 笑死我了
哈哈哈哈哈哈
尔泰要杀青了
路宏
…
觉得班杰明戴眼镜也挺好看的
；；；
哈哈
呵呵
那个时候有眼镜？
斑鸠版柯南，哈哈哈
乾隆到底有几个女人
你好
这个刘雪华怎么拍神马都坏
三
皇帝老儿
尔泰快走了，真舍不得
尔泰又得背锅
尔泰好伟大啊
在看的扣1
看见了
郎老头搞笑
1
还是老剧好看啊
火车票改签'
嘿嘿  不都说帝王无情  这个皇上镇好
啊哈哈哈哈 知道就好办
皇后跟丫头争宠
班杰明太可爱了
可口可乐了了LOL来了啦啦啦困了
紫薇真是作
尔泰要领盒饭了 哈哈哈
哈哈哈
